sampling,nk,eta_eV,matsubara_index,omega_eV,shift_grid,num_shifts,sigma_xx,sigma_yy,sigma_xy,sigma_yx,sigma_xx_std_over_shifts,relative_std_over_shifts,delta,relative_offdiag,relative_eigen_split,sheet_conductivity_xx,reflection_dimensionless_xx,relative_change_vs_largest_nk,relative_change_between_last_two_nk,eta_relative_change,min_abs_band_energy_on_mesh,points_within_eta,points_within_omega,points_within_kBT,fermi_window_weight_sum,estimated_mesh_energy_resolution,num_refined_points,fs_sampling_status,convergence_status,diagnosis,notes
multishift_average,48,0.0005,1,0.016243290521934156,2,4,(13.736082536402025+0j),(13.736082536402032+0j),(5.6292062299489314e-14+0j),(5.6319868750021476e-14+0j),8.820672226800214,0.6421534089813838,(-2.5864096764018746e-16+0j),5.7970431019259434e-15,8.147190480665904e-15,(0.0033435476617518717+0j),(1.2596157593718844+0j),0.5054104672172969,0.5054104672172969,0.023574136760229264,0.0002500000000000835,20,588,108,1.9630808878941477,0.001400714498254567,0,ok,warning_high_nk_not_converged;warning_eta_sensitive;multishift_improves_convergence;requires_contour_or_tetrahedron_integration,ok,normal-state FS-sensitive sampling benchmark only | multi-shift average diagnostic | sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
multishift_average,48,0.0005,2,0.03248658104386831,2,4,(7.0636751530592585+0j),(7.063675153059235+0j),(2.867724602146164e-14+0j),(2.8739940036605176e-14+0j),4.476972451174712,0.6338021432420695,(1.634605103704545e-15+0j),5.747731165624001e-15,9.304675205702792e-15,(0.0017193937557376103+0j),(0.6477477489158732+0j),0.5021530720974282,0.5021530720974282,0.011811250496889665,0.0002500000000000835,20,1332,108,1.9630808878941477,0.001400714498254567,0,ok,warning_high_nk_not_converged;multishift_improves_convergence;requires_contour_or_tetrahedron_integration,ok,normal-state FS-sensitive sampling benchmark only | multi-shift average diagnostic | sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
multishift_average,64,0.0001,1,0.016243290521934156,2,4,(28.447865708631163+0j),(28.447865708630935+0j),(1.9259068787099504e-16+0j),(1.6076954144012946e-16+0j),17.688027540121645,0.6217699324541963,(3.996322215733871e-15+0j),8.818746195647356e-18,7.992644431467742e-15,(0.006924594011418884+0j),(2.608704473937508+0j),0.0,0.5054913095898398,0.02373373695021408,5.3800334898830245e-05,8,1260,204,2.4030370449872387,0.0007628261737762931,0,ok,warning_high_nk_not_converged;warning_eta_sensitive;multishift_improves_convergence;requires_contour_or_tetrahedron_integration,ok,normal-state FS-sensitive sampling benchmark only | multi-shift average diagnostic | sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
multishift_average,64,0.0001,2,0.03248658104386831,2,4,(14.360330233157457+0j),(14.360330233157388+0j),(9.478274879863486e-17+0j),(9.339949107295197e-17+0j),8.870827009505907,0.6177314076680148,(2.41212825930179e-15+0j),9.266397817317172e-18,4.82425651860358e-15,(0.00349549796645551+0j),(1.316860045324661+0j),0.0,0.5022326733187366,0.011969252940883874,5.3800334898830245e-05,8,2328,204,2.4030370449872387,0.0007628261737762931,0,ok,warning_high_nk_not_converged;multishift_improves_convergence;requires_contour_or_tetrahedron_integration,ok,normal-state FS-sensitive sampling benchmark only | multi-shift average diagnostic | sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
multishift_average,64,0.0005,1,0.016243290521934156,2,4,(27.772691547107495+0j),(27.7726915471074+0j),(1.4066017119642946e-16+0j),(1.6429756362511274e-16+0j),17.265441917770556,0.6216697394447798,(1.7269350571389616e-15+0j),7.787666976124403e-18,3.4538701142779235e-15,(0.006760247518664841+0j),(2.5467901681722283+0j),0.0,0.5054104672172969,0.02373373695021408,5.3800334898830245e-05,40,1260,204,2.4030370449872387,0.0007628261737762931,0,ok,warning_high_nk_not_converged;warning_eta_sensitive;multishift_improves_convergence;requires_contour_or_tetrahedron_integration,ok,normal-state FS-sensitive sampling benchmark only | multi-shift average diagnostic | sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
multishift_average,64,0.0005,2,0.03248658104386831,2,4,(14.188447808282174+0j),(14.188447808282195+0j),(7.544566564458879e-17+0j),(7.286898663145095e-17+0j),8.763250164931792,0.617632758941852,(-7.511844269660036e-16+0j),7.392642475159188e-18,1.5023688539320072e-15,(0.003453659467140659+0j),(1.3010982143544265+0j),0.0,0.5021530720974282,0.011969252940883874,5.3800334898830245e-05,40,2328,204,2.4030370449872387,0.0007628261737762931,0,ok,warning_high_nk_not_converged;multishift_improves_convergence;requires_contour_or_tetrahedron_integration,ok,normal-state FS-sensitive sampling benchmark only | multi-shift average diagnostic | sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
multishift_average,32,0.0001,1,0.016243290521934156,4,16,(28.447865708630985+0j),(28.447865708630907+0j),(-4.510281037539698e-16+0j),(-5.065392549852277e-16+0j),33.14525435207312,1.1651227087316065,(1.373735761658523e-15+0j),2.3841478078716907e-17,2.747471523317046e-15,(0.006924594011418841+0j),(2.6087044739374914+0j),0.25496962036177445,0.11525491271250443,0.02373373695020786,5.3800334898830245e-05,8,1260,204,2.4030370449872387,0.0015003808374819683,0,ok,warning_high_nk_not_converged;warning_eta_sensitive;multishift_improves_convergence;requires_contour_or_tetrahedron_integration,ok,normal-state FS-sensitive sampling benchmark only | multi-shift average diagnostic | sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
multishift_average,32,0.0001,2,0.03248658104386831,4,16,(14.36033023315741+0j),(14.360330233157395+0j),(-1.942890293094024e-16+0j),(-1.8041124150158794e-16+0j),16.623213035047804,1.1575787440225778,(4.947955403695987e-16+0j),1.8462999073524594e-17,9.895910807391974e-16,(0.0034954979664554987+0j),(1.3168600453246568+0j),0.25290665543413277,0.11432506956920664,0.011969252940875873,5.3800334898830245e-05,8,2328,204,2.4030370449872387,0.0015003808374819683,0,ok,warning_high_nk_not_converged;multishift_improves_convergence;requires_contour_or_tetrahedron_integration,ok,normal-state FS-sensitive sampling benchmark only | multi-shift average diagnostic | sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
multishift_average,32,0.0005,1,0.016243290521934156,4,16,(27.7726915471075+0j),(27.77269154710748+0j),(1.5959455978986625e-15+0j),(1.6028844918025698e-15+0j),32.3533956993015,1.1649355498880727,(3.1980278835906645e-16+0j),8.144402446821442e-17,6.39605576718133e-16,(0.006760247518664842+0j),(2.5467901681722287+0j),0.2549183582389246,0.11523180741409769,0.02373373695020786,5.3800334898830245e-05,40,1260,204,2.4030370449872387,0.0015003808374819683,0,ok,warning_high_nk_not_converged;warning_eta_sensitive;multishift_improves_convergence;requires_contour_or_tetrahedron_integration,ok,normal-state FS-sensitive sampling benchmark only | multi-shift average diagnostic | sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
multishift_average,32,0.0005,2,0.03248658104386831,4,16,(14.188447808282241+0j),(14.188447808282211+0j),(-4.85722573273506e-17+0j),(-5.551115123125783e-17+0j),16.421630974172118,1.157394465981423,(1.0641779382018354e-15+0j),5.198697910744868e-18,2.1283558764036704e-15,(0.0034536594671406755+0j),(1.3010982143544327+0j),0.2528563473908397,0.1143023939565248,0.011969252940875873,5.3800334898830245e-05,40,2328,204,2.4030370449872387,0.0015003808374819683,0,ok,warning_high_nk_not_converged;multishift_improves_convergence;requires_contour_or_tetrahedron_integration,ok,normal-state FS-sensitive sampling benchmark only | multi-shift average diagnostic | sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
multishift_average,48,0.0001,1,0.016243290521934156,4,16,(25.280788851757507+0j),(25.280788851757446+0j),(9.256484467812243e-15+0j),(9.256484467812243e-15+0j),12.743480197598588,0.5040776327164597,(1.1945064866005927e-15+0j),5.178100236918016e-16,2.3890129732011853e-15,(0.006153684809954367+0j),(2.3182796086611104+0j),0.11525491271250443,0.11525491271250443,0.02371408410520999,1.306450173448188e-05,24,2664,496,2.3111243708777165,0.0007028688739278838,0,ok,warning_high_nk_not_converged;warning_eta_sensitive;multishift_improves_convergence;requires_contour_or_tetrahedron_integration,ok,normal-state FS-sensitive sampling benchmark only | multi-shift average diagnostic | sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
multishift_average,48,0.0001,2,0.03248658104386831,4,16,(12.771961835061994+0j),(12.77196183506202+0j),(4.649058915617843e-15+0j),(4.628242233906121e-15+0j),6.391173928566498,0.5004065946252082,(-1.0431190186403494e-15+0j),5.136297111430013e-16,2.0862380372806988e-15,(0.003108867685996833+0j),(1.1712046984943572+0j),0.11432506956920664,0.11432506956920664,0.011949685317146444,1.306450173448188e-05,24,5396,496,2.3111243708777165,0.0007028688739278838,0,ok,warning_high_nk_not_converged;multishift_improves_convergence;requires_contour_or_tetrahedron_integration,ok,normal-state FS-sensitive sampling benchmark only | multi-shift average diagnostic | sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
multishift_average,48,0.0005,1,0.016243290521934156,4,16,(24.681278098680874+0j),(24.681278098680803+0j),(9.200973316580985e-15+0j),(9.242606680004428e-15+0j),12.439030611560968,0.5039864857009082,(1.4394366712274863e-15+0j),5.284010682057339e-16,2.8788733424549726e-15,(0.006007755810814156+0j),(2.2633037310419275+0j),0.11523180741409769,0.11523180741409769,0.02371408410520999,1.306450173448188e-05,92,2664,496,2.3111243708777165,0.0007028688739278838,0,ok,warning_high_nk_not_converged;warning_eta_sensitive;multishift_improves_convergence;requires_contour_or_tetrahedron_integration,ok,normal-state FS-sensitive sampling benchmark only | multi-shift average diagnostic | sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
multishift_average,48,0.0005,2,0.03248658104386831,4,16,(12.619340910250399+0j),(12.619340910250374+0j),(4.551914400963142e-15+0j),(4.551914400963142e-15+0j),6.313670731802445,0.500316995689846,(9.853524018597129e-16+0j),5.10120070959851e-16,1.9707048037194257e-15,(0.0030717176954565256+0j),(1.1572091709053862+0j),0.1143023939565248,0.1143023939565248,0.011949685317146444,1.306450173448188e-05,92,5396,496,2.3111243708777165,0.0007028688739278838,0,ok,warning_high_nk_not_converged;multishift_improves_convergence;requires_contour_or_tetrahedron_integration,ok,normal-state FS-sensitive sampling benchmark only | multi-shift average diagnostic | sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
multishift_average,64,0.0001,1,0.016243290521934156,4,16,(22.668170804350005+0j),(22.668170804349934+0j),(-2.761679773755077e-15+0j),(-2.706168622523819e-15+0j),15.5912959314811,0.6878056489890725,(1.5672696793509e-15+0j),1.7057185416764938e-16,3.1345393587018e-15,(0.0055177383572222755+0j),(2.0786993020480216+0j),0.0,0.11525491271250443,0.023693857478541806,4.732111210301998e-05,40,4788,764,2.2345249790455837,0.00038819925279219515,0,ok,warning_high_nk_not_converged;warning_eta_sensitive;multishift_improves_convergence;requires_contour_or_tetrahedron_integration,ok,normal-state FS-sensitive sampling benchmark only | multi-shift average diagnostic | sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
multishift_average,64,0.0001,2,0.03248658104386831,4,16,(11.461612220570053+0j),(11.461612220570023+0j),(-1.2628786905111156e-15+0j),(-1.2698175844150228e-15+0j),7.819498334788216,0.6822337193326635,(1.3173568294174224e-15+0j),1.562514415507515e-16,2.634713658834845e-15,(0.002789910925362837+0j),(1.0510440180145457+0j),0.0,0.11432506956920664,0.011929578884307903,4.732111210301998e-05,40,9628,764,2.2345249790455837,0.00038819925279219515,0,ok,warning_high_nk_not_converged;multishift_improves_convergence;requires_contour_or_tetrahedron_integration,ok,normal-state FS-sensitive sampling benchmark only | multi-shift average diagnostic | sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
multishift_average,64,0.0005,1,0.016243290521934156,4,16,(22.131074396012494+0j),(22.131074396012437+0j),(-2.2620794126737565e-15+0j),(-2.2620794126737565e-15+0j),15.218813806343952,0.6876671929260709,(1.2842444484089294e-15+0j),1.4455074920106876e-16,2.568488896817859e-15,(0.005387001850982368+0j),(2.0294468970445516+0j),0.0,0.11523180741409769,0.023693857478541806,4.732111210301998e-05,180,4788,764,2.2345249790455837,0.00038819925279219515,0,ok,warning_high_nk_not_converged;warning_eta_sensitive;multishift_improves_convergence;requires_contour_or_tetrahedron_integration,ok,normal-state FS-sensitive sampling benchmark only | multi-shift average diagnostic | sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
multishift_average,64,0.0005,2,0.03248658104386831,4,16,(11.324880013443416+0j),(11.324880013443389+0j),(-8.396061623727746e-16+0j),(-8.326672684688674e-16+0j),7.724676210725636,0.6820978413507173,(1.1764077217318821e-15+0j),1.0441488660719289e-16,2.3528154434637643e-15,(0.0027566284628985287+0j),(1.0385055054907613+0j),0.0,0.1143023939565248,0.011929578884307903,4.732111210301998e-05,180,9628,764,2.2345249790455837,0.00038819925279219515,0,ok,warning_high_nk_not_converged;multishift_improves_convergence;requires_contour_or_tetrahedron_integration,ok,normal-state FS-sensitive sampling benchmark only | multi-shift average diagnostic | sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
fs_window_refined,32,0.0001,1,0.016243290521934156,1,1,(30.359583251971667+0j),(30.35958325197151+0j),(-9.44701561495812e-16+0j),(-9.874157389566955e-16+0j),0.0,0.0,(2.5744655414047962e-15+0j),4.5012049540135314e-17,5.1489310828095924e-15,(0.00738993183281206+0j),(2.784011337352013+0j),6.555044313960371,0.46236227462186275,0.023743824375530215,1.3064501734529585e-05,16,592,128,2.3185354015616078,0.0015932965610883087,1188,ok,warning_high_nk_not_converged;warning_eta_sensitive;fs_refinement_improves_convergence;requires_contour_or_tetrahedron_integration,ok,normal-state FS-sensitive sampling benchmark only | FS-window refined diagnostic; fs_window_eV=0.0162433 | sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
fs_window_refined,32,0.0001,2,0.03248658104386831,1,1,(15.356906373180042+0j),(15.35690637318003+0j),(-2.112374292981495e-16+0j),(-2.0214368357642725e-16+0j),0.0,0.0,(4.0485035115919885e-16+0j),1.903868528219732e-17,8.097007023183978e-16,(0.0037380780335088213+0j),(1.4082473100749835+0j),2.076606526427271,0.024696804370845395,0.011979553825550117,1.3064501734529585e-05,16,1196,128,2.4901332328285175,0.0012196002745918921,1800,ok,warning_high_nk_not_converged;fs_refinement_improves_convergence;requires_contour_or_tetrahedron_integration,ok,normal-state FS-sensitive sampling benchmark only | FS-window refined diagnostic; fs_window_eV=0.0324866 | sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
fs_window_refined,32,0.0005,1,0.016243290521934156,1,1,(29.638730639122564+0j),(29.63873063912262+0j),(-6.873179773859978e-16+0j),(-7.251566332057419e-16+0j),0.0,0.0,(-9.589381467264277e-16+0j),3.371023897538845e-17,1.9178762934528554e-15,(0.00721446658922663+0j),(2.7179082610984415+0j),6.547634494139098,0.4618338897166098,0.023743824375530215,1.3064501734529585e-05,32,592,128,2.3185354015616078,0.0015932965610883087,1188,ok,warning_high_nk_not_converged;warning_eta_sensitive;fs_refinement_improves_convergence;requires_contour_or_tetrahedron_integration,ok,normal-state FS-sensitive sampling benchmark only | FS-window refined diagnostic; fs_window_eV=0.0162433 | sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
fs_window_refined,32,0.0005,2,0.03248658104386831,1,1,(15.172937486688598+0j),(15.172937486688628+0j),(-3.143306821532666e-16+0j),(-3.0762223456414937e-16+0j),0.0,0.0,(-9.951291994808966e-16+0j),2.8986655158083426e-17,1.990258398961793e-15,(0.0036932975265022957+0j),(1.391377135624254+0j),2.0756588231604067,0.024686658109887058,0.011979553825550117,1.3064501734529585e-05,32,1196,128,2.4901332328285175,0.0012196002745918921,1800,ok,warning_high_nk_not_converged;fs_refinement_improves_convergence;requires_contour_or_tetrahedron_integration,ok,normal-state FS-sensitive sampling benchmark only | FS-window refined diagnostic; fs_window_eV=0.0324866 | sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
fs_window_refined,48,0.0001,1,0.016243290521934156,1,1,(5.876432668818093+0j),(5.87643266881811+0j),(1.2990411606990778e-14+0j),(1.2967040062151891e-14+0j),0.0,0.0,(-1.435853257014893e-15+0j),3.1234421581783937e-15,4.987700787525416e-15,(0.0014304029301803831+0j),(0.5388761445568537+0j),0.46236227462186275,0.46236227462186275,0.02313848394055468,0.00026490866061217884,0,1024,176,1.7289025591535636,0.0010549965014716722,1368,warning_fs_underresolved_eta;warning_few_fs_points_within_eta,warning_high_nk_not_converged;warning_eta_sensitive;fs_refinement_improves_convergence;requires_contour_or_tetrahedron_integration,ok,normal-state FS-sensitive sampling benchmark only | FS-window refined diagnostic; fs_window_eV=0.0162433 | sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
fs_window_refined,48,0.0001,2,0.03248658104386831,1,1,(4.868233793332392+0j),(4.868233793332413+0j),(4.551564242969408e-15+0j),(4.593563633813906e-15+0j),0.0,0.0,(-2.189323990766227e-15+0j),1.328335984968613e-15,4.925978979224011e-15,(0.0011849937326324147+0j),(0.44642306058787473+0j),0.024696804370845395,0.024696804370845395,0.011664833192434177,0.0001933271967085459,0,2476,184,1.8403226148695575,0.0006863371989016542,2880,warning_fs_underresolved_eta;warning_few_fs_points_within_eta,warning_high_nk_not_converged;fs_refinement_improves_convergence;requires_contour_or_tetrahedron_integration,ok,normal-state FS-sensitive sampling benchmark only | FS-window refined diagnostic; fs_window_eV=0.0324866 | sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
fs_window_refined,48,0.0005,1,0.016243290521934156,1,1,(5.7404609258828945+0j),(5.740460925882867+0j),(1.2860197495054827e-14+0j),(1.2883271731329218e-14+0j),0.0,0.0,(2.398198626051029e-15+0j),3.1710674819287867e-15,6.9625121401481465e-15,(0.0013973055749518818+0j),(0.5264073675400769+0j),0.4618338897166098,0.4618338897166098,0.02313848394055468,0.00026490866061217884,24,1024,176,1.7289025591535636,0.0010549965014716722,1368,ok,warning_high_nk_not_converged;warning_eta_sensitive;fs_refinement_improves_convergence;requires_contour_or_tetrahedron_integration,ok,normal-state FS-sensitive sampling benchmark only | FS-window refined diagnostic; fs_window_eV=0.0162433 | sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
fs_window_refined,48,0.0005,2,0.03248658104386831,1,1,(4.811446658191398+0j),(4.811446658191388+0j),(4.5767156054506154e-15+0j),(4.553733695773938e-15+0j),0.0,0.0,(1.1075817517644332e-15+0j),1.3418465436209101e-15,2.5843574207836782e-15,(0.0011711709784071778+0j),(0.4412156100528613+0j),0.024686658109887058,0.024686658109887058,0.011664833192434177,0.0001933271967085459,32,2476,184,1.8403226148695575,0.0006863371989016542,2880,ok,warning_high_nk_not_converged;fs_refinement_improves_convergence;requires_contour_or_tetrahedron_integration,ok,normal-state FS-sensitive sampling benchmark only | FS-window refined diagnostic; fs_window_eV=0.0324866 | sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
fs_window_refined,64,0.0001,1,0.016243290521934156,1,1,(4.018452042150512+0j),(4.018452042150509+0j),(-1.8922851850753077e-16+0j),(-2.381260364866269e-16+0j),0.0,0.0,(4.420500284108448e-16+0j),7.569007478569482e-17,8.841000568216896e-16,(0.0009781453987181502+0j),(0.36849702287088615+0j),0.0,0.46236227462186275,0.022785393973740214,7.894140965773859e-05,8,1892,316,1.6899508274099049,0.0006013851685375826,2232,ok,warning_high_nk_not_converged;warning_eta_sensitive;fs_refinement_improves_convergence;requires_contour_or_tetrahedron_integration,ok,normal-state FS-sensitive sampling benchmark only | FS-window refined diagnostic; fs_window_eV=0.0162433 | sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
fs_window_refined,64,0.0001,2,0.03248658104386831,1,1,(4.991508092200971+0j),(4.991508092200975+0j),(1.519720097621592e-16+0j),(1.814616041088582e-16+0j),0.0,0.0,(-4.44844725929558e-16+0j),4.741923281347842e-17,8.89689451859116e-16,(0.0012150003588043117+0j),(0.4577274662776977+0j),0.0,0.024696804370845395,0.011675114920455348,7.894140965773859e-05,8,4324,364,1.8782565730674166,0.0003941335418016223,4752,ok,warning_high_nk_not_converged;fs_refinement_improves_convergence;requires_contour_or_tetrahedron_integration,ok,normal-state FS-sensitive sampling benchmark only | FS-window refined diagnostic; fs_window_eV=0.0324866 | sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
fs_window_refined,64,0.0005,1,0.016243290521934156,1,1,(3.926890029205532+0j),(3.9268900292055293+0j),(6.062704732632308e-17+0j),(5.634100767435131e-17+0j),0.0,0.0,(3.3926787346772883e-16+0j),2.107632556724755e-17,6.785357469354576e-16,(0.000955857970444756+0j),(0.36010067302662263+0j),0.0,0.4618338897166098,0.022785393973740214,7.894140965773859e-05,56,1892,316,1.6899508274099049,0.0006013851685375826,2232,ok,warning_high_nk_not_converged;warning_eta_sensitive;fs_refinement_improves_convergence;requires_contour_or_tetrahedron_integration,ok,normal-state FS-sensitive sampling benchmark only | FS-window refined diagnostic; fs_window_eV=0.0162433 | sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
fs_window_refined,64,0.0005,2,0.03248658104386831,1,1,(4.933231661598142+0j),(4.933231661598136+0j),(-4.2513459375719976e-17+0j),(-7.54164835767258e-17+0j),0.0,0.0,(5.401196298649372e-16+0j),1.7549125258349614e-17,1.0802392597298742e-15,(0.001200815089986877+0j),(0.45238344550665677+0j),0.0,0.024686658109887058,0.011675114920455348,7.894140965773859e-05,72,4324,364,1.8782565730674166,0.0003941335418016223,4752,ok,warning_high_nk_not_converged;fs_refinement_improves_convergence;requires_contour_or_tetrahedron_integration,ok,normal-state FS-sensitive sampling benchmark only | FS-window refined diagnostic; fs_window_eV=0.0324866 | sampling changes quadrature only and does not alter the Kubo formula | not a Casimir calculation
